,Type,Text
2336,ham,Which is weird because I know I had it at one point
2391,ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
3481,ham,What was she looking for?
2721,ham,Ok lor...
2738,ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
4108,spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
2614,ham,Thanks for sending this mental ability question..
943,spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
1552,ham,In e msg jus now. U said thanks for gift.
2801,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
515,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
3412,ham,Only once then after ill obey all yours.
417,ham,Alright i have a new goal now
3806,ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
577,ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
4501,ham,Nvm take ur time.
3189,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
2376,ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
951,ham,"Awesome, lemme know whenever you're around"
4016,spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
738,spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
5330,ham,Sweet heart how are you?
3813,ham,Yep then is fine 7.30 or 8.30 for ice age.
3573,ham,"Yup, leaving right now, be back soon"
4398,ham,When did dad get back.
4315,ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
555,ham,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book
2131,ham,Later i guess. I needa do mcat study too.
2199,ham,I'm in a movie. Call me 4 wat?
4502,ham,So wat's da decision?
3186,ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
4456,ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
4710,ham,"Haha awesome, I might need to take you up on that, what you doin tonight?"
4423,ham,MMM ... Fuck .... Merry Christmas to me
3686,ham,Wake me up at  &lt;#&gt;  am morning:)
2639,ham,Am in gobi arts college
2328,spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
1406,ham,K..k..any special today?
4285,ham,Yes. I come to nyc for audiitions and am trying to relocate.
1159,ham,Hey! There's veggie pizza... :/
776,ham,Thanks for picking up the trash.
3922,ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
4975,ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
2302,ham,"&lt;#&gt; , that's all? Guess that's easy enough"
5155,ham,Haven't left yet so probably gonna be here til dinner
1111,ham,Ok ill tell the company
561,ham,Hi msg me:)i'm in office..
2818,spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
1888,spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
253,ham,What you doing?how are you?
4603,ham,"""Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"""
3210,ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
4853,ham,I liked your new house
1246,ham,Hello which the site to download songs its urgent pls
1988,ham,No calls..messages..missed calls
1722,ham,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
4714,ham,Big brother‘s really scraped the barrel with this shower of social misfits
2273,ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
211,ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
4179,ham,Two teams waiting for some players
3943,ham,She's borderline but yeah whatever.
4654,ham,Lol yes. But it will add some spice to your day.
474,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
4003,ham,Did you get any gift? This year i didnt get anything. So bad
4499,spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
412,ham,Cos i want it to be your thing
3671,ham,Ok thanx... Take care then...
2432,ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
1131,ham,Howz pain?hope u r fine..
2384,ham,Your pussy is perfect!
1106,ham,on hen night. Going with a swing
4328,ham,Dude got a haircut. Now its breezy up there
533,ham,Gudnite....tc...practice going on
1503,ham,Don no da:)whats you plan?
3724,ham,We left already we at orchard now.
3512,ham,I'm serious. You are in the money base
4803,ham,Reverse is cheating. That is not mathematics.
1970,spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
3006,ham,Ew are you one of them?
2343,spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
646,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
2956,ham,Id have to check but there's only like 1 bowls worth left
2946,ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
679,ham,Cause I'm not freaky lol
3741,ham,No da. . Vijay going to talk in jaya tv
2800,ham,I've told him that i've returned it. That should i re order it.
5488,ham,Ofcourse I also upload some songs
2929,ham,Anything...
159,spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
4184,ham,"Sorry, I'll call later in meeting"
3684,ham,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...
3019,ham,I didn't get the second half of that message
4312,ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
677,ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons?
5150,ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
4790,ham,We're on the opposite side from where we dropped you off
200,ham,"Found it, ENC  &lt;#&gt; , where you at?"
5276,ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
3556,spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
2581,spam,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.
846,ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
3893,spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
5169,ham,Oh did you charge camera
1306,ham,Designation is software developer and may be she get chennai:)
5445,spam,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
3531,ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
377,ham,You could have seen me..i did't recognise you Face.:)
3703,ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
2947,ham,make that 3! 4 fucks sake?! x
5286,ham,Sent me ur email id soon
3693,ham,No i am not having not any movies in my laptop
2114,ham,"Yeah, don't go to bed, I'll be back before midnight"
4500,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
5513,ham,"It‘s reassuring, in this crazy world."
2787,ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
2233,ham,Nothing just getting msgs by dis name wit different no's..
1093,ham,Where r we meeting?
2446,ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
616,ham,"""Happy valentines day"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st..."
3187,ham,Happy birthday to you....dear.with lots of love.rakhesh NRI
4618,ham,Good. do you think you could send me some pix? I would love to see your top and bottom...
2597,ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
55,ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
5399,ham,That's necessarily respectful
669,ham,Have a good evening! Ttyl
3916,ham,Ard 530 lor. I ok then message ü lor.
4105,ham,Do u hav any frnd by name ashwini in ur college?
2535,ham,Ok enjoy . R u there in home.
1971,ham,Nvm it's ok...
4195,ham,Can not use foreign stamps in this country.
3899,ham,Otherwise had part time job na-tuition..
962,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
3888,ham,Cab is available.they pick up and drop at door steps.
4754,spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
1852,ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
5456,ham,Im just wondering what your doing right now?
5408,ham,Dear are you angry i was busy dear
4812,ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
3226,ham,I need... Coz i never go before
5055,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
2690,ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
3376,ham,:)
3816,ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
90,ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!
879,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
865,ham,Dude ive been seeing a lotta corvettes lately
4090,ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
4217,ham,Er mw im filled tuth is aight
1257,ham,"Not yet chikku..going to room nw, i'm in bus.."
2378,spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
82,ham,Ok i am on the way to home hi hi
5014,ham,"Uncle G, just checking up on you. Do have a rewarding month"
3878,ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
2321,ham,This pain couldn't have come at a worse time.
2550,ham,Yup but not studying surfing lor. I'm in e lazy mode today.
4771,ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
2859,ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
4965,spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
1211,ham,Guessin you ain't gonna be here before 9?
5184,ham,I sent them. Do you like?
4228,ham,Buy one egg for me da..please:)
3067,spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
2374,spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
843,ham,Our Prashanthettan's mother passed away last night. pray for her and family.
3278,ham,Its a great day. Do have yourself a beautiful one.
4655,ham,Hope you are having a great day.
4573,ham,Omg how did u know what I ate?
5390,ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
5158,ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
5474,ham,Well obviously not because all the people in my cool college life went home ;_;
4431,ham,Yar lor... How u noe? U used dat route too?
2047,ham,"Aight fuck it, I'll get it later"
3960,ham,Have a nice day my dear.
3301,ham,Just do what ever is easier for you
1372,ham,I though we shd go out n have some fun so bar in town or something – sound ok?
1698,ham,Hai priya are you right. What doctor said pa. Where are you.
3590,ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
3942,spam,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!"
1673,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
3915,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
766,spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
5406,ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
1295,ham,Aiyah u did ok already lar. E nydc at wheellock?
4084,ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
3143,ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
1492,spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
4181,ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
1893,spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
1602,ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
4151,ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
2244,ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
2692,ham,Hey tmr meet at bugis 930 ?
622,ham,Good words.... But words may leave u in dismay many times.
3830,ham,"Sure, I'll see if I can come by in a bit"
735,ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
2307,ham,"Aight that'll work, thanks"
3875,ham,No. Did you multimedia message them or e-mail?
5303,ham,At WHAT TIME should i come tomorrow
3429,ham,"""Hi darlin did youPhone me? Im atHome if youwanna chat."""
4220,ham,Anything lor if they all go then i go lor...
3705,ham,Kent vale lor... Ü wait 4 me there ar?
4503,ham,Wot is u up 2 then bitch?
4014,ham,Ok.
24,ham,Ffffffffff. Alright no way I can meet up with you sooner?
492,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
5341,ham,You'd like that wouldn't you? Jerk!
981,ham,If he started searching he will get job in few days.he have great potential and talent.
3683,ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldn't make ur b'day 2 hun!"
5218,ham,I am late. I will be there at
966,ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
1201,ham,Otherwise had part time job na-tuition..
1560,ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
4337,ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
3690,ham,You still coming tonight?
3364,ham,Can... I'm free...
2127,ham,You do got a shitload of diamonds though
1133,ham,Good morning princess! How are you?
828,ham,Hey. You got any mail?
185,ham,Going on nothing great.bye
3084,ham,K..k:)how about your training process?
3222,spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
5440,ham,"""What are youdoing later? Sar xxx"""
3281,ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
482,ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
4606,ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
69,ham,I plane to give on this month end.
3996,ham,R u in this continent?
921,ham,When u wana see it then
5153,ham,No problem with the renewal. I.ll do it right away but i dont know his details.
2159,ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
4726,ham,"There'll be a minor shindig at my place later tonight, you interested?"
4784,ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
5383,spam,You have 1 new message. Call 0207-083-6089
1400,ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
1851,ham,Then cant get da laptop? My matric card wif ü lei...
2767,spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
304,ham,He is a womdarfull actor
3935,ham,How come guoyang go n tell her? Then u told her?
1886,ham,I think asking for a gym is the excuse for lazy people. I jog.
3654,ham,It has issues right now. Ill fix for her by tomorrow.
1118,spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
1767,spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
5288,ham,I'm still pretty weak today .. Bad day ?
1948,ham,The battery is for mr adewale my uncle. Aka Egbon
4419,ham,"When you get free, call me"
3493,ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
1020,ham,Don know..wait i will check it.
4832,ham,Po de :-):):-):-):-). No need job aha.
5407,ham,So how many days since then?
1314,ham,How abt making some of the pics bigger?
4454,ham,Or I guess  &lt;#&gt;  min
4578,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
3471,ham,aathi..where are you dear..
5387,ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
4462,ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
4576,ham,Not directly behind... Abt 4 rows behind ü...
3168,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
953,ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
231,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
1227,spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
1229,spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
2363,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
5078,ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
2241,ham,K I'll call you when I'm close
2674,ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
4768,spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
4811,ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
3910,ham,Serious? What like proper tongued her
3663,ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?"
1529,ham,Hey what happen de. Are you alright.
5104,spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
1186,ham,Annoying isn't it.
1676,ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
1280,ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
4087,ham,Lemme know when you're here
3200,ham,No de.am seeing in online shop so that i asked.
4194,ham,Ok i'm coming home now.
2680,spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
273,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
2987,spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
3462,ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
3539,ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
4329,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
644,ham,Ya very nice. . .be ready on thursday
1102,ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
5511,ham,Lol they were mad at first but then they woke up and gave in.
4561,ham,I'm awake oh. What's up.
470,ham,There are many company. Tell me the language.
3593,ham,I anything lor...
2832,ham,Thanx 4 sending me home...
1162,ham,K. I will sent it again
3517,ham,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
2784,ham,"Just arrived, see you in a couple days &lt;3"
4026,ham, &lt;#&gt;  in mca. But not conform.
5159,ham,K k:) sms chat with me.
4029,ham,Lol its ok I didn't remember til last nite
4743,ham,Ya very nice. . .be ready on thursday
1765,spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
1374,spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
341,ham,Ok that's great thanx a lot.
571,ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
998,ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?
3941,ham,Does daddy have a bb now.
3962,ham,Your dad is back in ph?
4238,ham,Life style garments account no please.
2986,ham,No break time one... How... I come out n get my stuff fr ü?
1992,ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
5211,ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
1071,ham,"alright, I'll make sure the car is back tonight"
1394,ham,Oh ok..
3384,ham,K... Must book a not huh? so going for yoga basic on sunday?
3430,ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
3530,spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
4472,ham,Wa... U so efficient... Gee... Thanx...
2460,ham,Nope. Meanwhile she talk say make i greet you.
1080,ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
2398,ham,Neshanth..tel me who r u?
3788,ham,WHORE YOU ARE UNBELIEVABLE.
3919,ham,No need to ke qi... Ü too bored izzit y suddenly thk of this...
3005,spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
3957,ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =)
4299,spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
751,spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?"
3536,ham,I'm at home. Please call
3817,ham,How long does it take to get it.
4190,ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
1589,ham,At 4. Let's go to bill millers
2849,ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
1747,ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
5560,ham,"Sorry, I'll call later"
4484,ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
3892,ham,No problem. We will be spending a lot of quality time together...
5329,ham,Wishing you a wonderful week.
5146,ham,I'm in office now da:)where are you?
1190,ham,In that case I guess I'll see you at campus lodge
2276,ham,Is that on the telly? No its Brdget Jones!
740,ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
1043,ham,Easy ah?sen got selected means its good..
4634,ham,Oh wow thats gay. Will firmware update help
2572,ham,… and don‘t worry we‘ll have finished by march … ish!
1484,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
2386,spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
1444,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
2938,ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
673,spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16
1792,ham,U haven't lost me ill always b here 4u.i didn't intend 2 hurt u but I never knew how u felt about me when Iwas+marine&that's what itried2tell urmom.i careabout u
4759,spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
967,ham,I am not sure about night menu. . . I know only about noon menu
4415,ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
3796,ham,Also remember the beads don't come off. Ever.
4551,ham,"""Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x"""
